confidence,current_category,current_score,current_signal_type,dataset_tier,editorial_reason,exact_excerpt,final_label,hard_eval,id,label_tier,locality,model_text,published_at,region,report,review_status,source,title,url,event_group,event_group_size,event_label_count,mixed_label_event,is_label_representative,split
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Пост вызвал бурную реакцию. Многие стали возмущаться, что идет перевод продуктов. Некоторые не понимали, зачем столько закатывать. […] Зачем?"" ""Я несу к магазину алкашам на закуску"" ""А вовремя раздать не пробовали, или лучше выбросить?"" ""Нет, у меня не так! […] Переводить продукты очень дорогое удовольствие"" ""Зачем вы так делаете... […]",REJECT,,RQ-677ef2dd6936,SILVER,,,2026-08-18T05:05:58+00:00,,,REVIEWED,Виртуальный Брест,«У меня инфаркт»: белоруска уничтожила огромное количество закаток – шок контент,https://virtualbrest.ru/news189563.php,EVT-66f8ab6ca687,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] Однако для многих это желание не реализуется из-за ""различных препятствий"", что также показывают недавние исследования, опубликованные в Reproductive BioMedicine Online. На это влияют неопределенность с доходами и дефицит жилья. ""Люди, живущие в арендном жилье, а также жители более дорогих регионов заводят меньше детей"", - отмечает Танья Трааг, главный социолог статистического ведомства CBS. […] В сфере здравоохранения это приводит к росту спроса на работников, в то время как количество работающих людей сокращается. […] Например, молодым родителям предоставляется финансовая поддержка, а также планируется эксперимент с более гибким рабочим графиком. […] Необходимы амбициозные меры, которые помогли бы родителям реализовать свои планы относительно семьи, считают исследователи.",REJECT,,RQ-74b42f848542,SILVER,,,2026-08-18T04:49:50+00:00,,,REVIEWED,Виртуальный Брест,В Нидерландах значительно снизилась рождаемость,https://virtualbrest.ru/news189557.php,EVT-ac08e8812805,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Заместитель главного врача по организационно-методической работе Республиканского клинического стоматологического центра - Университетской клиники Владимир Близнюк рассказал БЕЛТА, как уберечь зубы ребенка, если он любит сладкое. […] Хотя бы два глотка. Врачи бьют тревогу. Мамы добавляют сахар в смесь, чтобы ребёнок лучше ел. […] Заместитель главного врача центра Владимир Близнюк приводит простой расчёт. […] Контролируемая чистка: врач показывает на модели, потом ребёнок чистит под таймер. […] Спросите врача про герметизацию фиссур — это запечатывание жевательных ямок. […]",REJECT,,RQ-bea81ad3c512,SILVER,,,2026-08-18T04:22:46+00:00,,,REVIEWED,Белновости,Как ребенку-сладкоежке уберечь зубы. Рекомендации стоматолога для родителей,https://www.belnovosti.by/deti/kak-rebenku-sladkoezhke-uberech-zuby-rekomendacii-stomatologa-dlya-roditeley,EVT-64049f43349f,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] Пока не узнал, что аскорбиновая кислота не выдерживает даже минуты в кипящей воде. […] Он легко окисляется, реагирует с кислородом, светом, металлами и высокой температурой. В воде он растворяется, но при нагревании молекула разрушается, превращаясь в дегидроаскорбиновую кислоту, которая уже не работает как витамин. Кипяток — 100 °C. […] Даже при 70 °C, если держать смородину в воде 15–20 минут, витамин С почти полностью окислится. […] Заваривайте их так же — не кипятком, а горячей водой 70–80 °C. […] Единственный способ — снизить температуру воды. […]",REJECT,,RQ-10447fc0e480,SILVER,,,2026-08-18T03:03:00+00:00,,,REVIEWED,Белновости,Почему чёрную смородину нельзя заливать кипятком: как сохранить витамин С при заваривании чая,https://www.belnovosti.by/krasota-i-zdorove/pochemu-chyornuyu-smorodinu-nelzya-zalivat-kipyatkom-kak-sohranit-vitamin-s-pri,EVT-a32628b678b8,1,1,NO,YES,train
HIGH,,,,SILVER,Массовое закрытие счетов граждан Беларуси зарубежным брокером.,"Клиенты инвестиционного сервиса Scalable Capital жалуются на массовое закрытие счетов лишь на основании гражданства: России или Беларуси. Они считают такую практику неправомерной, а сам случай - общественно значимым.",KEEP,,RQ-5395faec4ba7,SILVER,,,2026-08-17T17:56:00+00:00,,,REVIEWED,Zerkalo.io,Почему немецкий брокер отказывается от граждан Беларуси и России?,https://news.zerkalo.io/economics/134463.html,EVT-2e236bb7b5a4,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"Экстремальное маловодье в Эльбе привело к опасной находке. Уровень воды в реке в районе Дрездена упал всего до 45 сантиметров, в результате чего из реки показалась 250-килограммовая авиабомба времён Второй мировой войны. Об этом сообщила газета Bild со ссылкой на местную полицию. Неразорвавшийся снаряд обнаружен на берегу Эльбы в пригороде Дрездена — Хайденау. […] Для обеспечения безопасности специалистов и жителей были эвакуированы прилегающие районы городов Хайденау и Пирна. […]",REJECT,,RQ-8066ff36d083,SILVER,,,2026-08-17T17:30:42+00:00,,,REVIEWED,БрестСИТИ,На обмелевшей Эльбе нашли советскую авиабомбу времён Второй мировой,https://brestcity.com/blog/na-obmelevshej-elbe,EVT-52ead799458f,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] В утиль или глубоко под землю отправляются плоды с явными следами гнили, парши и глубокими повреждениями вредителями. Наставлять из них заготовки нельзя, а оставлять под деревьями опасно — они станут источником инфекций для всего сада. В дело идут яблоки, сбитые ветром или опавшие от перезревания. […] В противном случае у питомцев возможны проблемы с пищеварением. […] Никогда не оставляйте гниющие яблоки ковром лежать под деревьями! […]",REJECT,,RQ-5026b0e85986,SILVER,,,2026-08-17T17:15:00+00:00,,,REVIEWED,Смолевичи-24,Шесть способов использовать опавшие яблоки с пользой - 17.08.2026,https://smolevichi-24.by/17082026/shest-sposobov-ispolzovat-opavshie-yabloki-s-polzoj,EVT-316d756a3fc3,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","«Коней от боли не двинула, но они проскакали где-то рядом», — так беларуска в Х описала процедуру, через которую ей пришлось пройти в больнице. Речь идет о кюретаже матки, а проще говоря — выскабливании, во время которого врач удаляет слой слизистой оболочки органа специальным инструментом. Случай не единичный: в Threads женщины тоже жалуются , как через такое проходили или они сами, или их соседки по палате. Но разве так должно быть? […] Это гинекологическая операция, название которой происходит от инструмента — кюретки, которая используется для ее выполнения. […] Поэтому якобы врачи решают обойтись без обезболивания — чтобы не вводить в кровоток пациентки лишние вещества. […] Так что, если все действительно было так, как описывает пациентка, это уже основание как минимум для официальной жалобы главному врачу медучреждения. […]",KEEP,,RQ-56aa0bc9a6e7,SILVER,,,2026-08-17T17:00:00+00:00,,,REVIEWED,Zerkalo.io,Что такое выскабливание матки и почему беларуски массово жалуются в соцсетях на эту процедуру? Собрали отзывы и спросили мнение врача,https://news.zerkalo.io/life/134421.html,EVT-ce282db48514,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] В России стали покупать намного меньше топлива из Беларуси. […] При этом Мозырский и Новополцкий НПЗ суммарно производят около 3,5 млн т топлива, из которых более 2 млн т приходится на экспорт. […] т топлива. […] По его словам, это приведет к сокращению доступности топлива для трейдеров и независимых АЗС, поскольку у завода нет своих сетей на территории РФ и значительная часть его бензина реализовывалась через трейдеров. Эксперты считают, что снижение объемов топлива из Беларуси может быть компенсировано морскими поставками из Индии. Источники издания сходятся во мнении, что проблемы с топливом в России продолжатся и осенью. Развитие событий будет определять в том числе стабильность работы белорусских НПЗ.",REJECT,,RQ-a082b6008b15,SILVER,,,2026-08-17T16:37:07+00:00,,,REVIEWED,Виртуальный Брест,Крупнейший завод в Беларуси уйдет на ремонт – пострадать может Россия,https://virtualbrest.ru/news189548.php,EVT-7bbfa765cfcf,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Своей неудачной историей беларуска поделилась в Threads. Оказалось, проблемы с бронированием жилья на сутки вовсе не редкие — нашли еще не один такой случай и рассказываем, как советуют поступать в подобной ситуации сами сервисы. Выходные 15 и 16 августа Татьяна с мужем и двумя детьми решили провести в Могилеве. […] Какие последствия были для владельца жилья, женщина не уточнила, но рассказала, что представители портала предложили ей еще один вариант квартиры. Семье он не подошел, но претензий к сервису не было. На улице беларусы тоже не остались : «Загуглили просто „снять квартиру в Могилеве“. И нам выдало номера телефонов. […]",KEEP,,RQ-2e8a0d09481e,SILVER,,,2026-08-17T16:30:00+00:00,,,REVIEWED,Zerkalo.io,«Нас так же киданули в день нашей свадьбы». В Threads жалуются на посуточную аренду — и скучают по Booking,https://news.zerkalo.io/life/134434.html,EVT-4d53d9095335,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Страна, как ни удивительно, подошла бразильскому темпераменту, поэтому молодые люди приняли решение жить здесь. В Беларуси Энди удивляют банальные вещи — например, пунктуальность общественного транспорта или отсутствие мусора на асфальте. А еще его поразила советская архитектура. […]",REJECT,,RQ-0b20b4a623b5,SILVER,,,2026-08-17T15:39:00+00:00,,,REVIEWED,Минская правда,"Бразилец рассказал, чем его удивила наша страна - 17.08.2026",https://mlyn.by/17082026/brazilecz-rasskazal-chem-ego-udivila-nasha-strana,EVT-530146c069e4,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Типичное утро биохакера: просыпается в 05:30, принимает ванну со льдом, потом сидит в ИК-сауне, чтобы увеличить стрессоустойчивость и поднять тестостерон. На завтрак закидывает горсть ноотропов и БАДов, чтобы не тупить и восполнить все дефициты. Он точно знает, сколько часов спал в каждые сутки на прошлой неделе, каковы уровни глюкозы и кислорода в его крови, а также средний пульс за день. […] Чаще термин «биохакинг» воспринимают как попытку продлить жизнь и улучшить здоровье за счёт новых технологий. Бизнесмен Дейв Аспрей, который называет себя «отцом биохакинга», на своём сайте рассказывает, как он преодолел проблемы со здоровьем, похудел и увеличил IQ с помощью разных методов. Аспрей чего только не продаёт: очки, которые блокируют «мусорный» свет и якобы помогают наладить сон; особый кофе, который что-то восстанавливает и убирает токсины; пятидневную программу, которая заменяет 40 лет медитации. Также он проводит конференции по биохакингу, где спикеры рассказывают про разные новинки сферы. […]",REJECT,,RQ-c448dd3d1896,SILVER,,,2026-08-17T15:02:05+00:00,,,REVIEWED,Медиа-Полесье,Можно ли взломать организм по науке — Media-Polesyе,https://media-polesye.com/news/mozhno-li-vzlomat-organizm-po-nauke,EVT-e71af034eb02,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Девушка переехала в другой район Гомеля, стала на учёт в поликлинике по месту жительства. […] «Я вошла в кабинет и растерялась: врачом оказался молодой мужчина. […] К слову, девушка уже решила этот вопрос с администрацией медучреждения – её прикрепили к другому участку. «Белка» попросила прокомментировать ситуацию главного врача Гомельской городской поликлиники №2 Наталью Дмитриеву. По словам руководителя, нет никакой проблемы сменить врача: «В Законе о здравоохранении есть статья 41, где прописаны права пациентов. Согласно документу, пациент имеет право на выбор лечащего врача и организации здравоохранения. Достаточно написать заявление на имя руководителя медучреждения. […]",REJECT,,RQ-16f2f6f641c8,SILVER,,,2026-08-17T14:58:03+00:00,,,REVIEWED,Белка,"«Меня смутило, что терапевт – мужчина». Можно ли сменить врача в поликлинике?",https://belkagomel.by/2026/08/17/menya-smutilo-chto-terapevt-muzhchina-mozhno-li-smenit-vracha-v-poliklinike,EVT-63211b598eed,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","В соцсетях активно обсуждают новые правила сброса дождевых и талых вод для владельцев частных домов. Министерство природных ресурсов и охраны окружающей среды Беларуси поспешило успокоить граждан: никаких изменений в действующих подходах нет . Новая редакция Водного кодекса (Закон № 148-З от 1 июня 2026 года) сохраняет прежние нормы: • Вода, которая стекает во время дождя или таяния снега в желоба, трубы и кровельные сливы, а затем уходит с участка на землю (рельеф местности), не считается сточными водами . • Слив такой воды на рельеф местности — это абсолютно законно . Никаких штрафов или мер административной ответственности для физлиц за это не предусмотрено.",KEEP,,RQ-64633c649a64,SILVER,,,2026-08-17T14:50:14+00:00,,,REVIEWED,Виртуальный Брест,Минприроды разъяснило: штрафовать за слив дождевой воды с крыш частных домов не будут,https://virtualbrest.ru/news189540.php,EVT-ce4763356a9c,4,1,NO,NO,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","<p>Мать подростка с инвалидностью пожаловалась в соцсетях, что школа потребовала сведения о том, куда ребенок делся после получения аттестата. Чиновники говорят, что они вынуждены собирать информацию о дальнейшей судьбе выпускников для общей базы, но уверяют: родители могут отказаться предоставлять эти сведения.</p>",KEEP,,RQ-f783a22824d3,SILVER,,,2026-08-17T14:24:00+00:00,,,REVIEWED,Белсат,«Чтобы было в общей базе». Беларуску возмутил сбор школой сведений о выпускниках,https://ru.belsat.eu/94895254/belarusku-vozmutil-sbor-shkoloj-svedenij-o-vypusknikah,EVT-407588c7cc6f,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","В Threads снова бурления — на этот раз кипят страсти вокруг состояния асфальта на улице Козлова в Солигорске, где природа пытается отвоевать себе пространство у городской инфраструктуры. — Солигорчане, вам не надоела эта дорога вдоль леса на Козлова? Так называемая «лыжероллерная дорога» — от этого названия ничего не осталось. […] На прикрепленных фото видно, что на некоторых участках дороги асфальтовое покрытие вздыблено из-за проходящих под ними корней деревьев. Если придерживаться точных ориентиров и корректных названий, то речь в посте все же не о специализированной лыжероллерной трассе (она находится рядом), а о пешеходной дорожке вдоль лесопарковой зоны по улице Козлова . […] — Планируемый срок выполнения работ по устранению неровностей на пешеходной дорожке вдоль лесополосы — до конца 2026 года, — прокомментировали в ЖКХ «Комплекс».",KEEP,,RQ-9e44c14e0582,SILVER,,,2026-08-17T13:58:00+00:00,,,REVIEWED,Минская правда,В Солигорске жалуются на состояние «лыжероллерной дороги». Будет ли решаться проблема? - 17.08.2026,https://mlyn.by/17082026/v-soligorske-zhaluyutsya-na-sostoyanie-lyzherollernoj-dorogi-budet-li-reshatsya-problema,EVT-644121616bbe,1,1,NO,YES,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","[…] Так, под Брестом уже высохло целое озеро. А любимая многими Припять заметно обмелела. Фотограф Onlíner побывал в национальном парке «Припятский», чтобы показать, что сейчас происходит там, где мы привыкли видеть «бурные воды». Уровень воды в Припяти измеряют сразу в нескольких точках: специализированные гидропосты находятся в Наровле, Мозыре, Петрикове, Черничах, Качановичах и Пинске. Наш фоторепортаж из окрестностей Чернич — живописной деревни в Житковичском районе, которая расположена примерно в 500 метрах от одного из припятских пляжей. Жителей Чернич Припять обычно держит «в тонусе»: по весне, когда идет таяние снега и льда, воды так и норовят подобраться поближе к подворьям, затопить участки и постройки. В последние годы людям и природе как-то удавалось «договариваться», обходилось без беды. […]",KEEP,,RQ-0933c940979f,SILVER,,,2026-08-17T13:32:22+00:00,,,REVIEWED,Onlíner,Вы не узнаете Припять. Главная река Полесья серьезно обмелела - Недвижимость Onlíner,https://realt.onliner.by/2026/08/17/vy-ne-uznaete-pripyat-glavnaya-reka-polesya-serezno-obmelela,EVT-1496634b4aec,7,2,YES,NO,train
HIGH,,,,SILVER,Исправлено при полном редакционном аудите заголовка и извлеченного текста.,"[…] Установлено, что указанные аттракционы не соответствует требованиям безопасности. Выявлены нарушения целостности батутов: в материале игровой поверхности имеются отверстия, разрывы шва по периметру, через которые выходит воздух, отсутствует ударопоглащающее покрытие, что может привести к травмированию детей. […] Более того на батуте отсутствует маркировка с указанием типа и размера компрессора, максимального роста и числа пользователей, заводской номер, наименование и адрес поставщика. В аттракционном комплексе «БАТУТНАЯ АРЕНА» отсутствуют удерживающие металлические пружины по 1 штуке на каждой. В ходе проверки детского игрового комплекса «ЛАБИРИНТ» выявлены зазоры между горкой и ограждением горки, а также между платформой и стартовым участком горки, что может привести к риску застревания частей тела и одежды детей. Имеется трещина в боковой стенке комплекса, отмечено раскалывание древесины, из поверхности выступают резьбовые соединения, ослаблено крепление элемента напольного покрытия. […]",KEEP,,RQ-f745dce16827,SILVER,,,2026-08-17T12:54:15+00:00,,,REVIEWED,Kraj.by,"Прокуратура проверила детские аттракционы в крупном торговом центре - что обнаружила, 17.08.2026",https://news.kraj.by/20260817/prokuratura-proverila-attrakcziony-v-krupnom-torgovom-czentre-chto-obnaruzhila,EVT-71176b660185,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] Обследования назначает педиатр при необходимости. Чтобы оформить справку, нужно следующее: уточнить у тренера точное название вида спорта и требования к формулировке. записаться на прием к врачу-педиатру на основании полученных результатов осмотра и диагностики педиатр, при отсутствии противопоказаний, выдаст справку. Получить справку можно в поликлинике (для любительских секций) или в ГУ «РНПЦ спорта» (для профессионального спорта). Обследования назначает педиатр при необходимости. Чтобы оформить справку, нужно следующее: уточнить у тренера точное название вида спорта и требования к формулировке. записаться на прием к врачу-педиатру на основании полученных результатов осмотра и диагностики педиатр, при отсутствии противопоказаний, выдаст справку. […]",REJECT,,RQ-f657533e338b,SILVER,,,2026-08-17T12:31:10+00:00,,,REVIEWED,МогилёвОнлайн,Как правильно оформить медсправку для ребенка в спортивную секцию? Рассказываем,https://magilev.by/news/2026/08/17/kak-pravilno-oformit-medspravku-dlya-rebenka-v-sportivnuyu-sekciyu-rasskazyvaem,EVT-ef2fb630507d,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Жыхары звярнуліся да ўладаў для таго, каб знайсці прычыну назапашвання вады і ліквідаваць праблему, каб пасля кожнага дажджу лужа не ўзнікала нанова. Пасля звароту двор абследавалі спецыялісты Аршанскага райвыканкама. У адказе на зварот жыхароў тлумачыцца, што праблема звязаная не толькі з самім станам дарогі каля дома. Як высветлілася, каля дома ўвогуле няма ліўневай каналізацыі. Вада з даху сцякае на адмостку, а затым трапляе на дваровы праезд. Далей праз асаблівасці забудовы і рэльефу яна збіраецца з боку першага пад’езда. […] Гэта важна, бо менавіта пасля дажджу стане вядома, ці далі прынятыя меры чаканы вынік. […]",KEEP,,RQ-b4af5c8c1575,SILVER,,,2026-08-17T12:26:22+00:00,,,REVIEWED,BGmedia,Чаму праблему лужы каля пад’езда ў Барані вырашаюць толькі цяпер? — BGmedia,https://bgmedia.site/news/u-barani-ne-moguc-vyrashyc-prablemu-z-luzhaj,EVT-13ec00b6ffef,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Тоже обратите внимание». Другие с ним не согласились: по их мнению, отсутствие урны рядом не дает права бросать стаканчики и упаковки на землю. Мнения разделились и по поводу самого видео. Одни поблагодарили авторов за уборку и считают, что подобные случаи нужно показывать: «Людей надо воспитывать», «Правильно, что сняли и подняли эту тему», «Надеюсь, тем, кто бросал мусор, будет стыдно». Другие предложили установить камеры и штрафовать нарушителей. Нашлись и те, кто не поверил, что мусор могли оставить беларусы. […] Один из жителей заметил, что представление о беларусах как исключительно чистоплотных людях сильно преувеличено: если бы улицы и подъезды регулярно не убирали коммунальщики, мусора было бы значительно больше. […]",KEEP,,RQ-7feca81bba8e,SILVER,,,2026-08-17T12:02:16+00:00,,,REVIEWED,BGmedia,В Могилеве мусорят возле зарядки для электроавтомобилей возле ТЦ «Магнит»: кто? — BGmedia,https://bgmedia.site/news/v-mogileve-bloger-ubral-musor-u-zaryadki-dlya-elektromobilej,EVT-c14b8a3dc612,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"У Брэсцкай абласной бальніцы пачалі праводзіць перасадку валасоў. Як паведамляецца на сайце медыцынскай установы, гэта першая такая працэдура ў абласной бальніцы Беларусі. […] Паводле інфармацыі бальніцы, прыжывальнасць перасаджаных фалікулаў можа складаць 95–98%. […] Кошт працы з адным графтам складае прыкладна 2–3 рублі. Такім чынам, сярэдні кошт працэдуры складае 6–9 тысяч рублёў. Пры гэтым у бальніцы сцвярджаюць, што дадатковых плацяжоў за анестэзію, перавязачныя матэрыялы і іншыя расходнікі няма. «Чалавек прыходзіць і канкрэтна ведае, якую суму заплаціць — ні кроку ўправа, ні кроку ўлева», — адзначыў лекар. […]",REJECT,,RQ-9b3c56b03ce0,SILVER,,,2026-08-17T10:46:26+00:00,,,REVIEWED,BGmedia,Колькі каштуе перасадка валасоў у Брэсце і як праходзіць аперацыя? — BGmedia,https://bgmedia.site/news/u-bresckaj-balniczy-pachali-perasadzhvac-valasy,EVT-f0bb7dfa76cb,3,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Теперь, по его словам, колхоз начал запахивать землю под самый забор, перепахивая и подъездную дорогу. […] Дорога, о которой говорит мужчина, проходит вдоль поля и, судя по кадрам, остаётся проходимой, хотя трактор действительно приближается к ней вплотную. […] Чиновница пояснила, что дорога общего пользования не перепахивалась . […] В райисполкоме напомнили: аграрии обязаны соблюдать технологию обработки почвы, но вместе с тем несут ответственность за сохранность дорожного полотна при проведении сельхозработ. В данном случае претензий к состоянию дороги нет — она пригодна для проезда легкового транспорта. Вероника Пилецкая также отметила, что в Клецком районе ведётся постоянный диалог с жителями сельских населённых пунктов по вопросам землепользования. Если у граждан возникают сомнения относительно границ или порядка проведения полевых работ, они могут обратиться в местные органы власти для получения разъяснений. […]",KEEP,,RQ-de95b336010c,SILVER,,,2026-08-17T10:43:00+00:00,,,REVIEWED,Минская правда,В Клецком районе мужчина пожаловался на работу трактора – что ответили власти - 17.08.2026,https://mlyn.by/17082026/v-kleczkom-rajone-muzhchina-pozhalovalsya-na-rabotu-traktora-chto-otvetili-vlasti,EVT-35f6352279f4,1,1,NO,YES,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","[…] По его словам, жители вынуждены выяснять, кто пришел раньше и у кого какой талон. «А всего-то нужно сделать электронную очередь, как везде практикуется в современном мире. Но нет, в Бобруйске надо пройти семь кругов ада, чтобы попасть к врачу». Особенно много претензий касается записи к терапевтам и узким специалистам. Жалуются и родители. При этом нашлись и те, кто не считает ситуацию катастрофической. Один из пользователей написал, что поликлиника «нормальная», а часть проблем, по его мнению, создают сами посетители, которые приходят заранее и затем конфликтуют из-за очереди. […]",KEEP,,RQ-9905e3b8bf4e,SILVER,,,2026-08-17T10:07:10+00:00,,,REVIEWED,BGmedia,Штурм регистратуры и очереди до вечера: почему в бобруйской поликлинике №7 пациенты ждут приема по 5 часов — BGmedia,https://bgmedia.site/society/bobrujchanka-pozhalovalas-na-7-yu-polikliniku,EVT-005fb6359b82,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"Доля беларусов среди всех официально трудоустроенных иностранцев составляла 0,21%, в дефицитных сферах - 0,20%.",REJECT,,RQ-c3a51734cbd1,SILVER,,,2026-08-17T09:38:00+00:00,,,REVIEWED,Zerkalo.io,Каждый пятый - по дефицитной специальности. В Германии посчитали официально работающих беларусов,https://news.zerkalo.io/economics/134426.html,EVT-7d243fe46a88,1,1,NO,YES,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","Житель Солигорска обратил внимание на состояние дороги вдоль леса на улице Козлова. […] Один из жителей рассказал, что его заявка по этой дороге находится в работе уже около двух месяцев. […] «Надоела! Очень тяжело по этой зубодробилке ехать» , — пожаловался один из жителей. К обсуждению подключились и те, кто считает, что отдельные неровности появились из-за корней деревьев. Однако автор публикации возразил: проблема, по его мнению, гораздо глубже. […] Поэтому вопрос выглядит вполне простым: если это действительно тротуар и важный маршрут для жителей, почему его состояние годами остается источником жалоб? […]",KEEP,,RQ-74e11fab5664,SILVER,,,2026-08-17T09:31:55+00:00,,,REVIEWED,BGmedia,Заявки висят месяцами: как солигорские коммунальщики игнорируют разбитый тротуар на улице Козлова — BGmedia,https://bgmedia.site/society/soligorchane-pozhalovalis-na-trotuar-vdol-lesa,EVT-7303c11d153a,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] «Не знаю, к какой погоде готовились организаторы, но очень интересно получалось, что все волонтеры на точках стояли в тени, а ты должен “выстрадать” на солнцепеке с детьми. Принципиально обходили стороной такие “профессии”, хоть и были интересные», – пожаловалась Катя. «Сама идея классная, но да, первое – очереди. Мы просто уже не готовы были стоять. […] Чтобы купить хоть что-то минимальное, по ощущению, надо было весь день в очередях стоять на их заработок. Было мороженое, которое стоило более-менее по букидсам, и там, конечно, была просто огромная очередь, снова», – высказалась Дарья. «Фестиваль интересен для детей, но, на мой взгляд, это чистой воды рекламное мероприятие. […]",REJECT,,RQ-a624f3cca569,SILVER,,,2026-08-17T09:01:47+00:00,,,REVIEWED,CityDog,«Чистой воды рекламное мероприятие» или «гулять можно бесконечно»? Минчане поспорили о фестивале «Букидс»,https://citydog.io/post/bukids,EVT-8cb75de7b678,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","В Могилеве после вмешательства прокуратуры работникам пяти частных организаций выплатили около 55 тыс. рублей задолженности, сообщает пресс-служба прокуратура Могилевской области. Во время надзорных мероприятий прокуратура Могилева выявила факты невыплаты в установленный срок зарплаты работникам. Руководители пяти частных компаний не исполнили требования законодательства, в связи с чем перед 31 работником образовалась задолженность на общую сумму более 54,5 тыс. […] Вопросы своевременности и полноты выплаты заработной платы остаются на контроле прокурорских органов. Во время надзорных мероприятий прокуратура Могилева выявила факты невыплаты в установленный срок зарплаты работникам. Руководители пяти частных компаний не исполнили требования законодательства, в связи с чем перед 31 работником образовалась задолженность на общую сумму более 54,5 тыс. […]",KEEP,,RQ-e4dab4bf12dc,SILVER,,,2026-08-17T08:54:28+00:00,,,REVIEWED,МогилёвОнлайн,Вмешалась прокуратура: около 55 тысяч рублей задолженности вернули работникам пяти частных организаций в Могилеве,https://magilev.by/news/2026/08/17/vmeshalas-prokuratura-okolo-55-tysyach-rublej-zadolzhennosti-vernuli-rabotnikam-pyati-chastnyh-organizacij-v-mogileve,EVT-205aea8c8a56,1,1,NO,YES,train
